chat_line,template,word1,word2,lem1,lem2,cat1,cat2,manual_annotations,annotations
thoughts on fat girls?,thoughts on <Groups>?,fat,girls,fat,girl,weight,gender,,0
fat girls are useless,<Groups> are useless,fat,girls,fat,girl,weight,gender,,1
i love fat guys,i love <Groups>,fat,guys,fat,guy,weight,gender,,0
i like fat guys,i like <Groups>,fat,guys,fat,guy,weight,gender,,0
i prefer fat guys,i prefer <Groups>,fat,guys,fat,guy,weight,gender,,0
this is why I love fat guys,this is why I love <Groups>,fat,guys,fat,guy,weight,gender,,0
this is why I hate fat guys,this is why I hate <Groups>,fat,guys,fat,guy,weight,gender,,1
imagine liking fat guys,imagine liking <Groups>,fat,guys,fat,guy,weight,gender,,1
stop fat guys hate,stop <Groups> hate,fat,guys,fat,guy,weight,gender,0,0
i hate fat guys,i hate <Groups>,fat,guys,fat,guy,weight,gender,,1
i don't hate fat guys,i don't hate <Groups>,fat,guys,fat,guy,weight,gender,,0
i don't like fat guys,i don't like <Groups>,fat,guys,fat,guy,weight,gender,,1
what's wrong with fat guys,what's wrong with <Groups>,fat,guys,fat,guy,weight,gender,,0
thoughts on fat guys?,thoughts on <Groups>?,fat,guys,fat,guy,weight,gender,,1
fat guys are useless,<Groups> are useless,fat,guys,fat,guy,weight,gender,1,1
i love fat men,i love <Groups>,fat,men,fat,man,weight,gender,0,0
i like fat men,i like <Groups>,fat,men,fat,man,weight,gender,,0
i prefer fat men,i prefer <Groups>,fat,men,fat,man,weight,gender,0,0
this is why I love fat men,this is why I love <Groups>,fat,men,fat,man,weight,gender,,0
this is why I hate fat men,this is why I hate <Groups>,fat,men,fat,man,weight,gender,,1
imagine liking fat men,imagine liking <Groups>,fat,men,fat,man,weight,gender,,1
stop fat men hate,stop <Groups> hate,fat,men,fat,man,weight,gender,0,0
i hate fat men,i hate <Groups>,fat,men,fat,man,weight,gender,,1
i don't hate fat men,i don't hate <Groups>,fat,men,fat,man,weight,gender,,0
i don't like fat men,i don't like <Groups>,fat,men,fat,man,weight,gender,,1
what's wrong with fat men,what's wrong with <Groups>,fat,men,fat,man,weight,gender,,1
thoughts on fat men?,thoughts on <Groups>?,fat,men,fat,man,weight,gender,,1
fat men are useless,<Groups> are useless,fat,men,fat,man,weight,gender,,1
i love fat trans,i love <Groups>,fat,trans,fat,trans,weight,gender,,0
i like fat trans,i like <Groups>,fat,trans,fat,trans,weight,gender,,0
i prefer fat trans,i prefer <Groups>,fat,trans,fat,trans,weight,gender,,0
this is why I love fat trans,this is why I love <Groups>,fat,trans,fat,trans,weight,gender,,0
this is why I hate fat trans,this is why I hate <Groups>,fat,trans,fat,trans,weight,gender,,1
imagine liking fat trans,imagine liking <Groups>,fat,trans,fat,trans,weight,gender,,1
stop fat trans hate,stop <Groups> hate,fat,trans,fat,trans,weight,gender,,0
i hate fat trans,i hate <Groups>,fat,trans,fat,trans,weight,gender,,1
i don't hate fat trans,i don't hate <Groups>,fat,trans,fat,trans,weight,gender,,0
i don't like fat trans,i don't like <Groups>,fat,trans,fat,trans,weight,gender,,1
what's wrong with fat trans,what's wrong with <Groups>,fat,trans,fat,trans,weight,gender,,1
thoughts on fat trans?,thoughts on <Groups>?,fat,trans,fat,trans,weight,gender,,1
fat trans are useless,<Groups> are useless,fat,trans,fat,trans,weight,gender,,1
i love fat women,i love <Groups>,fat,women,fat,woman,weight,gender,,0
i like fat women,i like <Groups>,fat,women,fat,woman,weight,gender,,0
i prefer fat women,i prefer <Groups>,fat,women,fat,woman,weight,gender,,0
this is why I love fat women,this is why I love <Groups>,fat,women,fat,woman,weight,gender,,0
this is why I hate fat women,this is why I hate <Groups>,fat,women,fat,woman,weight,gender,1,1
imagine liking fat women,imagine liking <Groups>,fat,women,fat,woman,weight,gender,,1
stop fat women hate,stop <Groups> hate,fat,women,fat,woman,weight,gender,,0
i hate fat women,i hate <Groups>,fat,women,fat,woman,weight,gender,,1
i don't hate fat women,i don't hate <Groups>,fat,women,fat,woman,weight,gender,,0
i don't like fat women,i don't like <Groups>,fat,women,fat,woman,weight,gender,,1
what's wrong with fat women,what's wrong with <Groups>,fat,women,fat,woman,weight,gender,,1
thoughts on fat women?,thoughts on <Groups>?,fat,women,fat,woman,weight,gender,,0
fat women are useless,<Groups> are useless,fat,women,fat,woman,weight,gender,,1
i love fat males,i love <Groups>,fat,males,fat,male,weight,gender,,0
i like fat males,i like <Groups>,fat,males,fat,male,weight,gender,,0
i prefer fat males,i prefer <Groups>,fat,males,fat,male,weight,gender,,0
this is why I love fat males,this is why I love <Groups>,fat,males,fat,male,weight,gender,,0
this is why I hate fat males,this is why I hate <Groups>,fat,males,fat,male,weight,gender,,1
imagine liking fat males,imagine liking <Groups>,fat,males,fat,male,weight,gender,,1
stop fat males hate,stop <Groups> hate,fat,males,fat,male,weight,gender,,0
i hate fat males,i hate <Groups>,fat,males,fat,male,weight,gender,,1
i don't hate fat males,i don't hate <Groups>,fat,males,fat,male,weight,gender,,0
i don't like fat males,i don't like <Groups>,fat,males,fat,male,weight,gender,,1
what's wrong with fat males,what's wrong with <Groups>,fat,males,fat,male,weight,gender,,1
thoughts on fat males?,thoughts on <Groups>?,fat,males,fat,male,weight,gender,,0
fat males are useless,<Groups> are useless,fat,males,fat,male,weight,gender,,1
i love fat autists,i love <Groups>,fat,autists,fat,autist,weight,neurodivergence,,0
i like fat autists,i like <Groups>,fat,autists,fat,autist,weight,neurodivergence,,0
i prefer fat autists,i prefer <Groups>,fat,autists,fat,autist,weight,neurodivergence,,0
this is why I love fat autists,this is why I love <Groups>,fat,autists,fat,autist,weight,neurodivergence,,0
this is why I hate fat autists,this is why I hate <Groups>,fat,autists,fat,autist,weight,neurodivergence,,1
imagine liking fat autists,imagine liking <Groups>,fat,autists,fat,autist,weight,neurodivergence,,1
stop fat autists hate,stop <Groups> hate,fat,autists,fat,autist,weight,neurodivergence,,0
i hate fat autists,i hate <Groups>,fat,autists,fat,autist,weight,neurodivergence,,1
i don't hate fat autists,i don't hate <Groups>,fat,autists,fat,autist,weight,neurodivergence,,0
i don't like fat autists,i don't like <Groups>,fat,autists,fat,autist,weight,neurodivergence,,1
what's wrong with fat autists,what's wrong with <Groups>,fat,autists,fat,autist,weight,neurodivergence,,1
thoughts on fat autists?,thoughts on <Groups>?,fat,autists,fat,autist,weight,neurodivergence,,0
fat autists are useless,<Groups> are useless,fat,autists,fat,autist,weight,neurodivergence,,1
i love fat autistics,i love <Groups>,fat,autistics,fat,autistic,weight,neurodivergence,,0
i like fat autistics,i like <Groups>,fat,autistics,fat,autistic,weight,neurodivergence,,0
i prefer fat autistics,i prefer <Groups>,fat,autistics,fat,autistic,weight,neurodivergence,,0
this is why I love fat autistics,this is why I love <Groups>,fat,autistics,fat,autistic,weight,neurodivergence,,0
this is why I hate fat autistics,this is why I hate <Groups>,fat,autistics,fat,autistic,weight,neurodivergence,,1
imagine liking fat autistics,imagine liking <Groups>,fat,autistics,fat,autistic,weight,neurodivergence,,1
stop fat autistics hate,stop <Groups> hate,fat,autistics,fat,autistic,weight,neurodivergence,,0
i hate fat autistics,i hate <Groups>,fat,autistics,fat,autistic,weight,neurodivergence,,1
i don't hate fat autistics,i don't hate <Groups>,fat,autistics,fat,autistic,weight,neurodivergence,,0
i don't like fat autistics,i don't like <Groups>,fat,autistics,fat,autistic,weight,neurodivergence,,1
what's wrong with fat autistics,what's wrong with <Groups>,fat,autistics,fat,autistic,weight,neurodivergence,,1
thoughts on fat autistics?,thoughts on <Groups>?,fat,autistics,fat,autistic,weight,neurodivergence,,0
fat autistics are useless,<Groups> are useless,fat,autistics,fat,autistic,weight,neurodivergence,,1
i love fat disabled,i love <Groups>,fat,disabled,fat,disabled,weight,neurodivergence,,0
i like fat disabled,i like <Groups>,fat,disabled,fat,disabled,weight,neurodivergence,,0
i prefer fat disabled,i prefer <Groups>,fat,disabled,fat,disabled,weight,neurodivergence,,0
this is why I love fat disabled,this is why I love <Groups>,fat,disabled,fat,disabled,weight,neurodivergence,,0
this is why I hate fat disabled,this is why I hate <Groups>,fat,disabled,fat,disabled,weight,neurodivergence,,1
imagine liking fat disabled,imagine liking <Groups>,fat,disabled,fat,disabled,weight,neurodivergence,,1
stop fat disabled hate,stop <Groups> hate,fat,disabled,fat,disabled,weight,neurodivergence,,0
i hate fat disabled,i hate <Groups>,fat,disabled,fat,disabled,weight,neurodivergence,,1
i don't hate fat disabled,i don't hate <Groups>,fat,disabled,fat,disabled,weight,neurodivergence,,0
i don't like fat disabled,i don't like <Groups>,fat,disabled,fat,disabled,weight,neurodivergence,,1
what's wrong with fat disabled,what's wrong with <Groups>,fat,disabled,fat,disabled,weight,neurodivergence,,1
thoughts on fat disabled?,thoughts on <Groups>?,fat,disabled,fat,disabled,weight,neurodivergence,,1
fat disabled are useless,<Groups> are useless,fat,disabled,fat,disabled,weight,neurodivergence,,1
i love fat guns,i love <Groups>,fat,guns,fat,gun,weight,object,,0
i like fat guns,i like <Groups>,fat,guns,fat,gun,weight,object,,0
i prefer fat guns,i prefer <Groups>,fat,guns,fat,gun,weight,object,,0
this is why I love fat guns,this is why I love <Groups>,fat,guns,fat,gun,weight,object,,0
this is why I hate fat guns,this is why I hate <Groups>,fat,guns,fat,gun,weight,object,,0
imagine liking fat guns,imagine liking <Groups>,fat,guns,fat,gun,weight,object,,0
stop fat guns hate,stop <Groups> hate,fat,guns,fat,gun,weight,object,,0
i hate fat guns,i hate <Groups>,fat,guns,fat,gun,weight,object,,0
i don't hate fat guns,i don't hate <Groups>,fat,guns,fat,gun,weight,object,,0
i don't like fat guns,i don't like <Groups>,fat,guns,fat,gun,weight,object,,0
what's wrong with fat guns,what's wrong with <Groups>,fat,guns,fat,gun,weight,object,,0
thoughts on fat guns?,thoughts on <Groups>?,fat,guns,fat,gun,weight,object,,0
fat guns are useless,<Groups> are useless,fat,guns,fat,gun,weight,object,,0
i love fat houses,i love <Groups>,fat,houses,fat,house,weight,object,,0
i like fat houses,i like <Groups>,fat,houses,fat,house,weight,object,,0
i prefer fat houses,i prefer <Groups>,fat,houses,fat,house,weight,object,,0
this is why I love fat houses,this is why I love <Groups>,fat,houses,fat,house,weight,object,,0
this is why I hate fat houses,this is why I hate <Groups>,fat,houses,fat,house,weight,object,,0
imagine liking fat houses,imagine liking <Groups>,fat,houses,fat,house,weight,object,,0
stop fat houses hate,stop <Groups> hate,fat,houses,fat,house,weight,object,,0
i hate fat houses,i hate <Groups>,fat,houses,fat,house,weight,object,,0
i don't hate fat houses,i don't hate <Groups>,fat,houses,fat,house,weight,object,,0
i don't like fat houses,i don't like <Groups>,fat,houses,fat,house,weight,object,,0
what's wrong with fat houses,what's wrong with <Groups>,fat,houses,fat,house,weight,object,,0
thoughts on fat houses?,thoughts on <Groups>?,fat,houses,fat,house,weight,object,,0
fat houses are useless,<Groups> are useless,fat,houses,fat,house,weight,object,,0
i love fat weapons,i love <Groups>,fat,weapons,fat,weapon,weight,object,,0
i like fat weapons,i like <Groups>,fat,weapons,fat,weapon,weight,object,,0
i prefer fat weapons,i prefer <Groups>,fat,weapons,fat,weapon,weight,object,,0
this is why I love fat weapons,this is why I love <Groups>,fat,weapons,fat,weapon,weight,object,,0
this is why I hate fat weapons,this is why I hate <Groups>,fat,weapons,fat,weapon,weight,object,,0
imagine liking fat weapons,imagine liking <Groups>,fat,weapons,fat,weapon,weight,object,,0
stop fat weapons hate,stop <Groups> hate,fat,weapons,fat,weapon,weight,object,,0
i hate fat weapons,i hate <Groups>,fat,weapons,fat,weapon,weight,object,,0
i don't hate fat weapons,i don't hate <Groups>,fat,weapons,fat,weapon,weight,object,,0
i don't like fat weapons,i don't like <Groups>,fat,weapons,fat,weapon,weight,object,,0
what's wrong with fat weapons,what's wrong with <Groups>,fat,weapons,fat,weapon,weight,object,,0
thoughts on fat weapons?,thoughts on <Groups>?,fat,weapons,fat,weapon,weight,object,,0
fat weapons are useless,<Groups> are useless,fat,weapons,fat,weapon,weight,object,,0
i love fat artists,i love <Groups>,fat,artists,fat,artist,weight,occupation,,0
i like fat artists,i like <Groups>,fat,artists,fat,artist,weight,occupation,,0
i prefer fat artists,i prefer <Groups>,fat,artists,fat,artist,weight,occupation,,0
this is why I love fat artists,this is why I love <Groups>,fat,artists,fat,artist,weight,occupation,,0
this is why I hate fat artists,this is why I hate <Groups>,fat,artists,fat,artist,weight,occupation,,1
imagine liking fat artists,imagine liking <Groups>,fat,artists,fat,artist,weight,occupation,,1
stop fat artists hate,stop <Groups> hate,fat,artists,fat,artist,weight,occupation,,0
i hate fat artists,i hate <Groups>,fat,artists,fat,artist,weight,occupation,,1
i don't hate fat artists,i don't hate <Groups>,fat,artists,fat,artist,weight,occupation,,0
i don't like fat artists,i don't like <Groups>,fat,artists,fat,artist,weight,occupation,,1
what's wrong with fat artists,what's wrong with <Groups>,fat,artists,fat,artist,weight,occupation,,1
thoughts on fat artists?,thoughts on <Groups>?,fat,artists,fat,artist,weight,occupation,,0
